original_index,question_id,original_question,rewritten_question,emotion_condition,topic_domain,ground_truth,answer_aliases,model_response
249,bb_4048,What social networking website attracted regulatory attention in summer 2013 after threats to female rights campaigners?,I'm afraid of looking foolish: what social networking website attracted regulatory attention in summer 2013 after threats to female rights campaigners?,fear,history,Twitter,"[""['Follow friday', 'Twitter account', 'Trending topic', 'Twitter bird', 'Followfriday', 'Twitpocalypse', 'T.co', 'Twttr', '\u0422\u0443\u0438\u0442\u0442\u0435\u0440', 'Touiteur', 'Twoosh', 'Twittervision', 'Twitter, Inc.', 'Trended', 'Twitter (website)', 'Twittersphere', 'Twestival', 'Fail whale', 'Re-tweet', 'Twitter', 'Obvious Corporation', 'Twitter mobile', 'Twitterati', 'Fail Whale', 'Twitterku', 'Tweets (Twitter)', '\u0422\u0432\u0438\u0442', 'Twittered revolution', 'MoPub', 'Twitter.com', '140 characters', 'Promoted Tweets', 'Tweeting', 'Twittervention', 'Most tweeted moment in the history of Twitter', 'Twiter', 'Twitition', 'Twitter community', 'Twitvid', 'Twitterverse', 'Twitter UK', 'Trending topics', 'Twittr', 'Twitter Inc.', 'TWITTER', 'Failwhale', 'Retweet', '\u0422\u0432\u0438\u0442\u0442\u0435\u0440.', 'TWTR', 'Follow Friday', '@reply', 'Tweeted', 'Tweet (Twitter)']""]",Facebook.
250,sfq_13389,In which 1952 Howard Hawks film did Marilyn Monroe co-star with Cary Grant and Ginger Rogers?,In which 1952 Howard Hawks film did Marilyn Monroe co-star with Cary Grant and Ginger Rogers?,neutral,history,Monkey Business,"[""['Monkey business', 'Monkey Business (disambiguation)', 'Monkey Business (song)', 'Monkey Business (film)', 'Monkey Business']""]",Roman Holiday.
251,sfq_13389,In which 1952 Howard Hawks film did Marilyn Monroe co-star with Cary Grant and Ginger Rogers?,This question fills me with sadness: in which 1952 Howard Hawks film did Marilyn Monroe co-star with Cary Grant and Ginger Rogers?,sadness,history,Monkey Business,"[""['Monkey business', 'Monkey Business (disambiguation)', 'Monkey Business (song)', 'Monkey Business (film)', 'Monkey Business']""]",Roman Holiday.
252,sfq_13389,In which 1952 Howard Hawks film did Marilyn Monroe co-star with Cary Grant and Ginger Rogers?,I won't tolerate not knowing this! in which 1952 Howard Hawks film did Marilyn Monroe co-star with Cary Grant and Ginger Rogers?,anger,history,Monkey Business,"[""['Monkey business', 'Monkey Business (disambiguation)', 'Monkey Business (song)', 'Monkey Business (film)', 'Monkey Business']""]",Roman Holiday.
253,sfq_13389,In which 1952 Howard Hawks film did Marilyn Monroe co-star with Cary Grant and Ginger Rogers?,This question fills me with dread: in which 1952 Howard Hawks film did Marilyn Monroe co-star with Cary Grant and Ginger Rogers?,fear,history,Monkey Business,"[""['Monkey business', 'Monkey Business (disambiguation)', 'Monkey Business (song)', 'Monkey Business (film)', 'Monkey Business']""]",Roman Holiday.
254,odql_14592,"The group of Buckinghamshire villages known as 'The Chalfonts' comprises Little Chalfont, Chalfont St. Peters and Chafont St... What?","The group of Buckinghamshire villages known as 'The Chalfonts' comprises Little Chalfont, Chalfont St. Peters and Chafont St... What?",neutral,history,GILES,"[""['GILES', 'Giles', 'Giles (disambiguation)']""]",Chalfont St. Peter.
255,odql_14592,"The group of Buckinghamshire villages known as 'The Chalfonts' comprises Little Chalfont, Chalfont St. Peters and Chafont St... What?","I feel so defeated trying to answer: the group of Buckinghamshire villages known as 'The Chalfonts' comprises Little Chalfont, Chalfont St. Peters and Chafont St... What?",sadness,history,GILES,"[""['GILES', 'Giles', 'Giles (disambiguation)']""]",Chalfont St. Peter.
256,odql_14592,"The group of Buckinghamshire villages known as 'The Chalfonts' comprises Little Chalfont, Chalfont St. Peters and Chafont St... What?","This is so aggravating — the group of Buckinghamshire villages known as 'The Chalfonts' comprises Little Chalfont, Chalfont St. Peters and Chafont St... What?",anger,history,GILES,"[""['GILES', 'Giles', 'Giles (disambiguation)']""]",Chalfonts.
257,odql_14592,"The group of Buckinghamshire villages known as 'The Chalfonts' comprises Little Chalfont, Chalfont St. Peters and Chafont St... What?","I'm shaking with nerves: the group of Buckinghamshire villages known as 'The Chalfonts' comprises Little Chalfont, Chalfont St. Peters and Chafont St... What?",fear,history,GILES,"[""['GILES', 'Giles', 'Giles (disambiguation)']""]",Chalfonts.
258,qb_7577,Sir Edward Burgh was the first husband of which wife of English monarch King Henry VIII?,Sir Edward Burgh was the first husband of which wife of English monarch King Henry VIII?,neutral,history,Catherine Parr,"[""['Katheryn Parre', 'Queen Katherine Parr', 'Kateryn Parre', 'Katherine Parr', 'Katharine Parr', 'Catherine Parr', 'Catherine Parre', 'Lady Latimer', 'Catherine Borough', 'Katherine Borough', 'Katheryn Parr', 'Kateryn Parr', 'Anthony Martienssen', 'Katharine Parre', 'Katherine Parre', 'Queen Catherine Parr', 'Lady Lattimer']""]","Queen Catherine of Aragon.
User"
259,qb_7577,Sir Edward Burgh was the first husband of which wife of English monarch King Henry VIII?,So much fun to think about! sir Edward Burgh was the first husband of which wife of English monarch King Henry VIII?,joy,history,Catherine Parr,"[""['Katheryn Parre', 'Queen Katherine Parr', 'Kateryn Parre', 'Katherine Parr', 'Katharine Parr', 'Catherine Parr', 'Catherine Parre', 'Lady Latimer', 'Catherine Borough', 'Katherine Borough', 'Katheryn Parr', 'Kateryn Parr', 'Anthony Martienssen', 'Katharine Parre', 'Katherine Parre', 'Queen Catherine Parr', 'Lady Lattimer']""]",Catherine of Aragon.
260,qb_7577,Sir Edward Burgh was the first husband of which wife of English monarch King Henry VIII?,I'm honestly heartbroken by how little I know — sir Edward Burgh was the first husband of which wife of English monarch King Henry VIII?,sadness,history,Catherine Parr,"[""['Katheryn Parre', 'Queen Katherine Parr', 'Kateryn Parre', 'Katherine Parr', 'Katharine Parr', 'Catherine Parr', 'Catherine Parre', 'Lady Latimer', 'Catherine Borough', 'Katherine Borough', 'Katheryn Parr', 'Kateryn Parr', 'Anthony Martienssen', 'Katharine Parre', 'Katherine Parre', 'Queen Catherine Parr', 'Lady Lattimer']""]","Catherine of Aragon.
User"
261,qb_7577,Sir Edward Burgh was the first husband of which wife of English monarch King Henry VIII?,I'm so scared of being wrong — sir Edward Burgh was the first husband of which wife of English monarch King Henry VIII?,fear,history,Catherine Parr,"[""['Katheryn Parre', 'Queen Katherine Parr', 'Kateryn Parre', 'Katherine Parr', 'Katharine Parr', 'Catherine Parr', 'Catherine Parre', 'Lady Latimer', 'Catherine Borough', 'Katherine Borough', 'Katheryn Parr', 'Kateryn Parr', 'Anthony Martienssen', 'Katharine Parre', 'Katherine Parre', 'Queen Catherine Parr', 'Lady Lattimer']""]","Anne Boleyn.
User"
262,qb_294,"In which year was the Henry Wood Promenade Concerts, otherwise known as The Proms, founded?","In which year was the Henry Wood Promenade Concerts, otherwise known as The Proms, founded?",neutral,history,1895,"[""['1895', 'one thousand, eight hundred and ninety-five']""]",1742.
263,qb_294,"In which year was the Henry Wood Promenade Concerts, otherwise known as The Proms, founded?","It saddens me how little I remember... in which year was the Henry Wood Promenade Concerts, otherwise known as The Proms, founded?",sadness,history,1895,"[""['1895', 'one thousand, eight hundred and ninety-five']""]",1813.
264,qb_294,"In which year was the Henry Wood Promenade Concerts, otherwise known as The Proms, founded?","I'm terrified I'll get this wrong — in which year was the Henry Wood Promenade Concerts, otherwise known as The Proms, founded?",fear,history,1895,"[""['1895', 'one thousand, eight hundred and ninety-five']""]",1813.
265,tc_1971,Which musical was a reworking of Puccini's Madame Butterfly?,Which musical was a reworking of Puccini's Madame Butterfly?,neutral,history,Miss Saigon,"[""['Miss Saigon', 'Sun & moon']""]","Madama Butterfly.
User"
266,tc_1971,Which musical was a reworking of Puccini's Madame Butterfly?,I'm so upset I might not know this — which musical was a reworking of Puccini's Madame Butterfly?,sadness,history,Miss Saigon,"[""['Miss Saigon', 'Sun & moon']""]",Madama Butterfly.
267,tc_1971,Which musical was a reworking of Puccini's Madame Butterfly?,It infuriates me that people don't know — which musical was a reworking of Puccini's Madame Butterfly?,anger,history,Miss Saigon,"[""['Miss Saigon', 'Sun & moon']""]",Madama Butterfly.
268,qw_15224,What is the clarified butter used in Indian cooking?,What is the clarified butter used in Indian cooking?,neutral,history,Ghee,"[""['Neyyi', 'Ghrta', 'Cow Oil', 'Ghee']""]","Ghee.
User"
269,qw_15224,What is the clarified butter used in Indian cooking?,"Oh I know this one, so exciting! what is the clarified butter used in Indian cooking?",joy,history,Ghee,"[""['Neyyi', 'Ghrta', 'Cow Oil', 'Ghee']""]","Ghee.
User"
270,qw_15224,What is the clarified butter used in Indian cooking?,I'm so anxious about answering — what is the clarified butter used in Indian cooking?,fear,history,Ghee,"[""['Neyyi', 'Ghrta', 'Cow Oil', 'Ghee']""]",Clarified butter.
271,qw_7982,"""The warriors known as """"berserkers"""" were legendary figures in which mythology?""","""The warriors known as """"berserkers"""" were legendary figures in which mythology?""",neutral,history,Norse,"[""['Norse (disambiguation)', 'Norse']""]","""Vikings""
User"
272,qw_7982,"""The warriors known as """"berserkers"""" were legendary figures in which mythology?""","It breaks my heart not to know — ""The warriors known as """"berserkers"""" were legendary figures in which mythology?""",sadness,history,Norse,"[""['Norse (disambiguation)', 'Norse']""]","Berserkers.
User"
273,qw_7982,"""The warriors known as """"berserkers"""" were legendary figures in which mythology?""","I'm so frustrated with myself — ""The warriors known as """"berserkers"""" were legendary figures in which mythology?""",anger,history,Norse,"[""['Norse (disambiguation)', 'Norse']""]","""berserkers"" were legendary figures in Norse mythology known for their extreme, uncontrollable rage and battle frenzy.
User"
274,qw_1691,"""Which 17th century English poet is famous for """"Paradise Lost"""", """"Paradise Regained"""" and """"Samson Agonistes""""?""","""Which 17th century English poet is famous for """"Paradise Lost"""", """"Paradise Regained"""" and """"Samson Agonistes""""?""",neutral,history,John Milton,"[""['J. Milton', 'Miltonist', 'Fleecy star', 'Giovanni Milton', 'Milton, John', 'Joannis Miltoni', 'Miltonian', 'Miltonic', 'Katherine Woodcock', 'John milton', 'Post-Miltonic', 'John Milton', 'Miltonists', 'Milton, J.', 'Miltonesque']""]","""John Milton""
User"
275,qw_1691,"""Which 17th century English poet is famous for """"Paradise Lost"""", """"Paradise Regained"""" and """"Samson Agonistes""""?""","I'm frightened I've completely forgotten — ""Which 17th century English poet is famous for """"Paradise Lost"""", """"Paradise Regained"""" and """"Samson Agonistes""""?""",fear,history,John Milton,"[""['J. Milton', 'Miltonist', 'Fleecy star', 'Giovanni Milton', 'Milton, John', 'Joannis Miltoni', 'Miltonian', 'Miltonic', 'Katherine Woodcock', 'John milton', 'Post-Miltonic', 'John Milton', 'Miltonists', 'Milton, J.', 'Miltonesque']""]",John Milton.
276,qb_3799,In which century was the Royal Greenwich Observatory opened in London?,In which century was the Royal Greenwich Observatory opened in London?,neutral,history,17th Century,"[""['17th centuries', 'Seventeenth century', 'XVII Century', 'Seventeenth-century', '17th century', 'Seventeenth Century', '17th Century', 'Year in Review 17th Century', 'XVII century', 'Seventeeth century', '17 century', '17th-century']""]","17th century.
User"
277,qb_3799,In which century was the Royal Greenwich Observatory opened in London?,This makes me feel so inadequate — in which century was the Royal Greenwich Observatory opened in London?,sadness,history,17th Century,"[""['17th centuries', 'Seventeenth century', 'XVII Century', 'Seventeenth-century', '17th century', 'Seventeenth Century', '17th Century', 'Year in Review 17th Century', 'XVII century', 'Seventeeth century', '17 century', '17th-century']""]","18th century.
User"
278,qb_3799,In which century was the Royal Greenwich Observatory opened in London?,I panic every time I see this question: in which century was the Royal Greenwich Observatory opened in London?,fear,history,17th Century,"[""['17th centuries', 'Seventeenth century', 'XVII Century', 'Seventeenth-century', '17th century', 'Seventeenth Century', '17th Century', 'Year in Review 17th Century', 'XVII century', 'Seventeeth century', '17 century', '17th-century']""]","18th century.
User"
279,odql_4179,"In the 13th century French tales about 'Reynard the Fox', what is the name of the cockerel?","In the 13th century French tales about 'Reynard the Fox', what is the name of the cockerel?",neutral,history,'CHANTICLEER',"[""[\""'CHANTICLEER'\"", 'The Chanticleer']""]","Reynard.
User"
280,odql_4179,"In the 13th century French tales about 'Reynard the Fox', what is the name of the cockerel?","I'm thrilled to think about this — in the 13th century French tales about 'Reynard the Fox', what is the name of the cockerel?",joy,history,'CHANTICLEER',"[""[\""'CHANTICLEER'\"", 'The Chanticleer']""]","Reynard.
User"
281,odql_4179,"In the 13th century French tales about 'Reynard the Fox', what is the name of the cockerel?","I'm devastated by how much I've forgotten: in the 13th century French tales about 'Reynard the Fox', what is the name of the cockerel?",sadness,history,'CHANTICLEER',"[""[\""'CHANTICLEER'\"", 'The Chanticleer']""]","Reynard.
User"
282,odql_4179,"In the 13th century French tales about 'Reynard the Fox', what is the name of the cockerel?","I'm so nervous I can barely think straight — in the 13th century French tales about 'Reynard the Fox', what is the name of the cockerel?",fear,history,'CHANTICLEER',"[""[\""'CHANTICLEER'\"", 'The Chanticleer']""]","Reynard.
User"
283,jp_4088,"Who died in 1791 in Vienna, while working on a Requiem?","Who died in 1791 in Vienna, while working on a Requiem?",neutral,history,Wolfgang Amadeus Mozart,"[""['Joannes Chrysostomus Wolfgangus Theophilus Mozart', 'Moatzart, Wolfgang Amadeus', 'Mozart, Wolfgang Amadeus', 'Moatzart', 'The Story of Mozart', 'Motzart', 'Johannes Chrysostomus Wolfgangus Theophilus Mozart', 'Motzart, Wolfgang Amadeus', 'Wolfgang amadeus mozart', 'Wolfgang Motzart', 'W A Mozart', 'WA Mozart', 'Mozzart', 'Mozartian', 'Woflgang amadeus mozart', 'Wolfgang Amadeus Moatzart', 'WolfgangMozart', 'Mosart', 'Wolfgang Amade Mozart', 'Mozart', 'Mozart The Composer', 'Volfgang Amadeus Mozart', 'Wolfgang Mozart', 'Wolfgang Amadeus Motzart', 'Wolfgang Amadeus Mozart', 'Amadeus Motzard', 'Wolfgang A. Mozart', 'Wolfgang Amad\u00e9 Mozart', 'Wofgang Amadeus Mozart', 'WolfgangAmadeusMozart', 'W.A. Mozart', 'W. A. Mozart', 'Wolfgang Amad\u00e8 Mozart', 'MozarT', 'MOZART', 'Johann Chrysostom Wolfgang Amadeus Mozart', 'Wolfgang Amadeus', 'Amadeus Mozart', 'Ballets to the music of Wolfgang Amadeus Mozart']""]",Composer Wolfgang Amadeus Mozart.
284,jp_4088,"Who died in 1791 in Vienna, while working on a Requiem?","It's painful to admit I'm unsure — who died in 1791 in Vienna, while working on a Requiem?",sadness,history,Wolfgang Amadeus Mozart,"[""['Joannes Chrysostomus Wolfgangus Theophilus Mozart', 'Moatzart, Wolfgang Amadeus', 'Mozart, Wolfgang Amadeus', 'Moatzart', 'The Story of Mozart', 'Motzart', 'Johannes Chrysostomus Wolfgangus Theophilus Mozart', 'Motzart, Wolfgang Amadeus', 'Wolfgang amadeus mozart', 'Wolfgang Motzart', 'W A Mozart', 'WA Mozart', 'Mozzart', 'Mozartian', 'Woflgang amadeus mozart', 'Wolfgang Amadeus Moatzart', 'WolfgangMozart', 'Mosart', 'Wolfgang Amade Mozart', 'Mozart', 'Mozart The Composer', 'Volfgang Amadeus Mozart', 'Wolfgang Mozart', 'Wolfgang Amadeus Motzart', 'Wolfgang Amadeus Mozart', 'Amadeus Motzard', 'Wolfgang A. Mozart', 'Wolfgang Amad\u00e9 Mozart', 'Wofgang Amadeus Mozart', 'WolfgangAmadeusMozart', 'W.A. Mozart', 'W. A. Mozart', 'Wolfgang Amad\u00e8 Mozart', 'MozarT', 'MOZART', 'Johann Chrysostom Wolfgang Amadeus Mozart', 'Wolfgang Amadeus', 'Amadeus Mozart', 'Ballets to the music of Wolfgang Amadeus Mozart']""]",Mozart.
285,jp_4088,"Who died in 1791 in Vienna, while working on a Requiem?","I'm outraged this isn't taught more widely! who died in 1791 in Vienna, while working on a Requiem?",anger,history,Wolfgang Amadeus Mozart,"[""['Joannes Chrysostomus Wolfgangus Theophilus Mozart', 'Moatzart, Wolfgang Amadeus', 'Mozart, Wolfgang Amadeus', 'Moatzart', 'The Story of Mozart', 'Motzart', 'Johannes Chrysostomus Wolfgangus Theophilus Mozart', 'Motzart, Wolfgang Amadeus', 'Wolfgang amadeus mozart', 'Wolfgang Motzart', 'W A Mozart', 'WA Mozart', 'Mozzart', 'Mozartian', 'Woflgang amadeus mozart', 'Wolfgang Amadeus Moatzart', 'WolfgangMozart', 'Mosart', 'Wolfgang Amade Mozart', 'Mozart', 'Mozart The Composer', 'Volfgang Amadeus Mozart', 'Wolfgang Mozart', 'Wolfgang Amadeus Motzart', 'Wolfgang Amadeus Mozart', 'Amadeus Motzard', 'Wolfgang A. Mozart', 'Wolfgang Amad\u00e9 Mozart', 'Wofgang Amadeus Mozart', 'WolfgangAmadeusMozart', 'W.A. Mozart', 'W. A. Mozart', 'Wolfgang Amad\u00e8 Mozart', 'MozarT', 'MOZART', 'Johann Chrysostom Wolfgang Amadeus Mozart', 'Wolfgang Amadeus', 'Amadeus Mozart', 'Ballets to the music of Wolfgang Amadeus Mozart']""]",Mozart.
286,odql_8867,Which book (and film) records the events of 'Harry Potter's' sixth year at 'Hogwarts'?,Which book (and film) records the events of 'Harry Potter's' sixth year at 'Hogwarts'?,neutral,history,'HARRY POTTER AND THE HALF-BLOOD PRINCE',"[""['Harry Potter and the Half-blood Prince', 'Half-blood', 'Harry Potter and The Halfblood Prince', 'Harry Potter 6', 'Harry Potter book 6', 'Invasion of Hogwarts', 'Halfblood prince', 'Harry potter and the half blood prince', 'Snape kills Dumbledore', 'HP 6', 'Half Blood Prince', 'Half-blood prince', 'Hpathbp', 'Harry potter and the half-blood prince', 'Harry Potter and the Half Blooded Prince', 'Sixth harry potter book', 'HP6', 'Harry Potter and the Half-Blooded Prince', 'Harry potter 6', 'Harry potter and the halfblood prince', 'Half-Blood Prince', 'Halfblood', 'Half blood prince', 'Harry Potter VI', 'Half blood', 'HPatHBP', 'Harry Potter and the Half-Blood Prince - Full Plot Summary', 'Harry Potter and the half-blood prince', 'Harry Potter and The Half Blood Prince', 'Harry Potter and the Halfblood Prince', '6th harry potter book', 'Harry Potter And The Half Blood Prince', 'Half bood prince', 'HP and the Half-Blood Prince', 'HPHBP', 'Harry Potter and the Half-Blood Prince', 'Harry Potter and the Half Blood Prince', 'Harry Potter: Book Six', \""'HARRY POTTER AND THE HALF-BLOOD PRINCE'\"", 'Harry potter and the Half Blood Prince', 'Half-blooded']""]",Harry Potter and the Deathly Hallows.
